customer_id,primary_store_id,region_tier,age,income_bracket,digital_literacy_score,registration_date
CUST001739,STR0005,Metro,19,25-50K,7.566192866598929,2023-06-03
CUST001740,STR0008,Metro,47,50-75K,6.825866241086883,2023-05-12
CUST001741,STR0014,Metro,23,50-75K,5.099214767214601,2024-03-06
CUST001742,STR0030,Metro,27,75K+,6.514623896600601,2023-11-24
CUST001743,STR0118,Tier 3,27,15-25K,5.202884025243896,2023-05-28
CUST001744,STR0031,Metro,28,50-75K,4.921071572964278,2023-10-23
CUST001745,STR0013,Metro,34,75K+,5.129412398295009,2024-03-24
CUST001746,STR0005,Metro,46,75K+,4.709345697234664,2024-02-10
CUST001747,STR0011,Metro,18,25-50K,9.517047173160918,2023-09-20
CUST001748,STR0026,Metro,26,75K+,6.993766649914094,2023-10-20
CUST001749,STR0052,Tier 2,29,25-50K,5.358358957636435,2023-12-16
CUST001750,STR0072,Tier 2,42,15-25K,6.306139151140746,2023-09-11
CUST001751,STR0010,Metro,37,50-75K,9.784592176466619,2024-02-18
CUST001752,STR0113,Tier 3,54,25-50K,3.0439261739273538,2023-06-21
CUST001753,STR0001,Metro,38,50-75K,8.195461120247643,2023-04-06
CUST001754,STR0021,Metro,38,75K+,8.505576070068251,2023-05-03
CUST001755,STR0001,Metro,26,50-75K,4.489317607909909,2023-08-06
CUST001756,STR0053,Tier 2,26,25-50K,6.8607416226248406,2023-01-31
CUST001757,STR0017,Metro,37,25-50K,4.693405994251869,2024-03-01
CUST001758,STR0044,Tier 2,38,25-50K,6.589716107971375,2024-03-13
CUST001759,STR0027,Metro,44,25-50K,9.681318769325781,2024-02-17
CUST001760,STR0080,Tier 2,29,15-25K,7.086706802317922,2023-05-28
CUST001761,STR0011,Metro,26,75K+,6.66881456781201,2024-02-11
CUST001762,STR0055,Tier 2,28,25-50K,3.2450029941592726,2024-02-04
CUST001763,STR0003,Metro,23,50-75K,4.043390812595345,2023-08-01
CUST001764,STR0035,Metro,23,75K+,7.499062655140558,2024-02-10
CUST001765,STR0012,Metro,34,25-50K,6.281997303588765,2023-11-24
CUST001766,STR0034,Metro,37,50-75K,9.238774516735795,2023-10-24
CUST001767,STR0034,Metro,22,50-75K,9.163444183854423,2023-12-09
CUST001768,STR0006,Metro,44,25-50K,7.410819791545204,2023-05-21
CUST001769,STR0059,Tier 2,19,15-25K,7.891182047248977,2023-03-04
CUST001770,STR0020,Metro,31,25-50K,4.306419906864072,2024-03-04
CUST001771,STR0080,Tier 2,36,15-25K,6.051182508350159,2023-05-06
CUST001772,STR0077,Tier 2,40,25-50K,3.1412082748076937,2024-02-08
CUST001773,STR0028,Metro,36,50-75K,8.883877401805536,2023-01-07
CUST001774,STR0002,Metro,27,25-50K,5.582586112061071,2023-10-12
CUST001775,STR0066,Tier 2,43,25-50K,5.841252224257355,2023-05-15
CUST001776,STR0016,Metro,18,25-50K,8.203693824502036,2023-08-22
CUST001777,STR0075,Tier 2,31,25-50K,7.6494107819221355,2023-06-18
CUST001778,STR0025,Metro,31,50-75K,7.021817611462114,2023-10-27
CUST001779,STR0019,Metro,28,50-75K,4.885638418973075,2023-08-24
CUST001780,STR0053,Tier 2,51,25-50K,3.2777096059145774,2023-03-24
CUST001781,STR0036,Metro,46,50-75K,9.533618613560346,2023-04-16
CUST001782,STR0055,Tier 2,37,50-75K,3.473521946441537,2023-12-02
CUST001783,STR0078,Tier 2,21,25-50K,6.861819873026151,2023-10-27
CUST001784,STR0039,Metro,34,25-50K,9.930449488916262,2023-09-27
CUST001785,STR0056,Tier 2,29,15-25K,6.276702005290135,2023-12-04
CUST001786,STR0024,Metro,19,25-50K,8.383576877006103,2023-07-28
CUST001787,STR0014,Metro,33,75K+,5.038935483377845,2023-07-27
CUST001788,STR0034,Metro,25,50-75K,8.676905414098611,2023-08-13
CUST001789,STR0033,Metro,28,75K+,9.394977654488715,2023-03-16
CUST001790,STR0117,Tier 3,52,15-25K,3.0482327526471362,2023-10-16
CUST001791,STR0049,Tier 2,24,25-50K,7.726767819478226,2024-01-07
CUST001792,STR0053,Tier 2,22,25-50K,7.348392580737875,2024-01-14
CUST001793,STR0051,Tier 2,19,25-50K,7.332156729847364,2023-03-15
CUST001794,STR0100,Tier 3,20,15-25K,7.7914915902205095,2023-05-05
CUST001795,STR0030,Metro,33,25-50K,4.402532968481841,2023-02-22
CUST001796,STR0044,Tier 2,36,15-25K,3.2852426609641863,2023-07-04
CUST001797,STR0009,Metro,30,25-50K,8.089435326248022,2024-03-13
CUST001798,STR0010,Metro,50,50-75K,7.128618716252469,2023-03-17
CUST001799,STR0020,Metro,38,25-50K,6.1268066222423245,2023-02-12
CUST001800,STR0020,Metro,38,50-75K,4.728003702541515,2023-07-22
CUST001801,STR0094,Tier 3,45,10-15K,5.543323239623467,2023-08-25
CUST001802,STR0101,Tier 3,65,15-25K,4.660074750192245,2023-07-05
CUST001803,STR0027,Metro,43,50-75K,5.427572601944263,2023-09-12
CUST001804,STR0117,Tier 3,18,10-15K,7.180870032232421,2023-04-14
CUST001805,STR0031,Metro,40,50-75K,8.555280026804931,2023-07-19
CUST001806,STR0029,Metro,36,25-50K,8.277003956485133,2023-08-01
CUST001807,STR0100,Tier 3,26,10-15K,5.149508487847514,2024-01-20
CUST001808,STR0120,Tier 3,40,10-15K,6.751304260754852,2023-10-22
CUST001809,STR0030,Metro,33,75K+,7.488541853837883,2023-06-05
CUST001810,STR0033,Metro,33,75K+,5.283102592000807,2023-07-07
CUST001811,STR0119,Tier 3,46,15-25K,5.836833644292252,2023-07-20
CUST001812,STR0039,Metro,36,75K+,6.531929686462128,2024-02-17
CUST001813,STR0005,Metro,34,25-50K,5.305645401503739,2023-07-30
CUST001814,STR0011,Metro,47,25-50K,6.614861530018189,2023-02-28
CUST001815,STR0035,Metro,18,25-50K,6.893937110822782,2024-03-21
CUST001816,STR0089,Tier 3,30,15-25K,6.195539911264823,2024-02-12
CUST001817,STR0019,Metro,18,25-50K,7.70862128310257,2023-11-12
CUST001818,STR0112,Tier 3,40,25-50K,7.218206433096184,2023-04-01
CUST001819,STR0065,Tier 2,30,25-50K,4.325577881209302,2024-02-21
CUST001820,STR0017,Metro,42,25-50K,9.50221937174503,2024-01-18
CUST001821,STR0053,Tier 2,41,25-50K,7.405509375481584,2023-07-17
CUST001822,STR0020,Metro,18,25-50K,4.963925133158084,2023-04-05
CUST001823,STR0067,Tier 2,49,15-25K,4.67231167188097,2024-02-16
CUST001824,STR0011,Metro,29,50-75K,4.27461327182348,2023-02-15
CUST001825,STR0060,Tier 2,18,25-50K,7.41277071956823,2024-02-21
CUST001826,STR0021,Metro,30,25-50K,5.868458673637076,2023-04-06
CUST001827,STR0035,Metro,29,50-75K,4.88548005053357,2023-11-29
CUST001828,STR0001,Metro,27,25-50K,8.01455676937539,2024-03-05
CUST001829,STR0006,Metro,41,50-75K,8.274211065329029,2023-06-04
CUST001830,STR0020,Metro,21,25-50K,9.743764430485346,2023-04-24
CUST001831,STR0031,Metro,29,25-50K,5.094637743866864,2024-01-25
CUST001832,STR0033,Metro,37,25-50K,6.511036994030693,2024-02-18
CUST001833,STR0052,Tier 2,26,25-50K,7.356367593196301,2023-07-30
CUST001834,STR0043,Tier 2,40,25-50K,3.180429745874375,2023-04-17
CUST001835,STR0026,Metro,33,75K+,9.35272680786518,2023-10-26
CUST001836,STR0021,Metro,27,25-50K,6.697730135746173,2024-01-12
CUST001837,STR0089,Tier 3,33,15-25K,5.618820660230195,2023-07-02
CUST001838,STR0088,Tier 3,38,15-25K,4.307593489957187,2023-05-21
CUST001839,STR0039,Metro,25,25-50K,5.030019387874028,2023-08-19
CUST001840,STR0050,Tier 2,30,25-50K,4.269628139723379,2023-12-15
CUST001841,STR0008,Metro,24,75K+,5.203612591456381,2023-12-26
CUST001842,STR0033,Metro,27,50-75K,9.539475189593748,2023-06-18
CUST001843,STR0016,Metro,29,25-50K,6.934371764865343,2023-02-07
CUST001844,STR0009,Metro,39,75K+,9.47316999469807,2024-02-14
CUST001845,STR0041,Tier 2,52,15-25K,5.724098081035607,2023-12-24
CUST001846,STR0022,Metro,29,75K+,6.751378526204385,2023-09-23
CUST001847,STR0065,Tier 2,40,25-50K,7.422443487941875,2024-01-12
CUST001848,STR0117,Tier 3,18,15-25K,4.640511315608441,2024-03-22
CUST001849,STR0097,Tier 3,33,10-15K,5.050779694540179,2023-08-24
CUST001850,STR0052,Tier 2,24,15-25K,5.14980305753034,2024-03-23
CUST001851,STR0110,Tier 3,49,15-25K,4.4431651523055,2023-10-14
CUST001852,STR0054,Tier 2,34,15-25K,4.6796860069128305,2023-05-20
CUST001853,STR0118,Tier 3,27,10-15K,5.781653427174944,2023-11-30
CUST001854,STR0015,Metro,33,25-50K,7.269110366723938,2023-06-03
CUST001855,STR0065,Tier 2,43,25-50K,7.492688085952728,2023-09-17
CUST001856,STR0030,Metro,20,50-75K,9.27792542388439,2024-02-17
CUST001857,STR0008,Metro,25,25-50K,6.076556966001673,2023-02-25
CUST001858,STR0075,Tier 2,18,15-25K,4.563096957559613,2023-09-22
CUST001859,STR0017,Metro,40,75K+,9.019668426251013,2023-01-28
CUST001860,STR0097,Tier 3,44,15-25K,7.584604608402328,2023-04-14
CUST001861,STR0073,Tier 2,26,25-50K,5.332371019246874,2023-01-18
CUST001862,STR0009,Metro,44,25-50K,6.228900640829518,2023-09-16
CUST001863,STR0028,Metro,24,25-50K,8.770869752781758,2023-03-01
CUST001864,STR0033,Metro,37,75K+,9.17647372956984,2023-02-22
CUST001865,STR0020,Metro,30,25-50K,9.889624881438037,2023-06-02
CUST001866,STR0003,Metro,35,50-75K,4.897698099284414,2023-06-19
CUST001867,STR0029,Metro,40,25-50K,5.75266046702685,2024-01-21
CUST001868,STR0030,Metro,20,25-50K,5.06054869957741,2023-03-08
CUST001869,STR0058,Tier 2,19,25-50K,5.785176191270052,2023-01-02
CUST001870,STR0062,Tier 2,39,50-75K,7.656519594228751,2023-08-15
CUST001871,STR0079,Tier 2,20,25-50K,4.331729941687609,2023-07-24
CUST001872,STR0044,Tier 2,46,50-75K,4.764224859125038,2023-08-21
CUST001873,STR0041,Tier 2,23,25-50K,3.454188781957534,2023-11-30
CUST001874,STR0035,Metro,26,50-75K,7.22674727534692,2023-05-10
CUST001875,STR0067,Tier 2,18,25-50K,5.507758735867018,2023-08-25
CUST001876,STR0092,Tier 3,42,15-25K,5.093800192066293,2024-02-21
CUST001877,STR0018,Metro,43,50-75K,9.61314533054175,2024-01-25
CUST001878,STR0098,Tier 3,50,10-15K,4.647345960719525,2023-06-28
CUST001879,STR0009,Metro,26,25-50K,7.415198102384817,2023-11-28
CUST001880,STR0043,Tier 2,42,25-50K,6.851776254141661,2023-12-27
CUST001881,STR0027,Metro,28,75K+,5.4247162375373685,2023-09-08
CUST001882,STR0028,Metro,28,25-50K,5.42329010217306,2023-03-07
CUST001883,STR0008,Metro,22,50-75K,9.93817716821889,2024-01-18
CUST001884,STR0031,Metro,30,75K+,8.479591498105238,2023-10-24
CUST001885,STR0061,Tier 2,31,25-50K,6.2948766926531565,2023-11-24
CUST001886,STR0086,Tier 3,36,10-15K,3.494218739984646,2024-02-19
CUST001887,STR0069,Tier 2,30,15-25K,5.6984706649502215,2023-11-04
CUST001888,STR0026,Metro,39,25-50K,5.969932805481134,2023-09-30
CUST001889,STR0038,Metro,18,50-75K,5.893921791663654,2023-10-22
CUST001890,STR0047,Tier 2,57,25-50K,6.476256164788948,2023-07-26
CUST001891,STR0009,Metro,24,75K+,7.735621004176732,2024-02-28
CUST001892,STR0048,Tier 2,46,50-75K,6.448069575575288,2023-09-02
CUST001893,STR0060,Tier 2,31,25-50K,7.34107129886691,2023-10-13
CUST001894,STR0050,Tier 2,25,25-50K,6.8725862336489545,2023-05-03
CUST001895,STR0051,Tier 2,53,25-50K,5.457956046514878,2024-01-24
CUST001896,STR0013,Metro,45,25-50K,9.248465829838118,2023-07-27
CUST001897,STR0037,Metro,20,50-75K,4.53788982920894,2023-02-28
CUST001898,STR0057,Tier 2,20,50-75K,7.415393116047877,2023-03-20
CUST001899,STR0019,Metro,18,50-75K,6.1613915246039745,2023-12-16
CUST001900,STR0021,Metro,31,75K+,4.132630890924893,2023-02-01
CUST001901,STR0065,Tier 2,47,15-25K,3.580734504737097,2023-11-05
CUST001902,STR0018,Metro,27,75K+,9.638637449407627,2023-12-31
CUST001903,STR0037,Metro,39,25-50K,9.342731636332534,2023-11-26
CUST001904,STR0083,Tier 2,41,15-25K,3.4914554987379525,2023-06-11
CUST001905,STR0078,Tier 2,26,25-50K,4.375644565290756,2023-08-28
CUST001906,STR0052,Tier 2,38,25-50K,6.9421251126643835,2023-03-02
CUST001907,STR0065,Tier 2,19,50-75K,7.414011842370218,2023-05-18
CUST001908,STR0089,Tier 3,27,10-15K,3.6922001761701946,2023-09-19
CUST001909,STR0058,Tier 2,48,50-75K,4.59699331197358,2023-02-18
CUST001910,STR0019,Metro,18,75K+,5.9235591717822755,2023-01-09
CUST001911,STR0019,Metro,26,75K+,5.407287955521721,2023-03-09
CUST001912,STR0014,Metro,35,25-50K,4.784017118857459,2024-03-16
CUST001913,STR0077,Tier 2,30,50-75K,4.7028021950926,2023-11-18
CUST001914,STR0057,Tier 2,25,25-50K,3.9949661171089437,2023-09-02
CUST001915,STR0064,Tier 2,31,50-75K,6.583194483970923,2023-07-05
CUST001916,STR0034,Metro,40,75K+,7.276298085540046,2023-04-08
CUST001917,STR0014,Metro,38,50-75K,9.91254245128259,2023-11-15
CUST001918,STR0038,Metro,29,75K+,9.406711504753225,2023-08-10
CUST001919,STR0104,Tier 3,18,15-25K,4.145090762553591,2023-02-24
CUST001920,STR0085,Tier 2,38,25-50K,3.5556712851781596,2023-09-16
CUST001921,STR0044,Tier 2,40,15-25K,6.591208024033272,2023-01-13
CUST001922,STR0060,Tier 2,49,25-50K,4.93134897093044,2024-03-20
CUST001923,STR0035,Metro,26,75K+,6.381445999583986,2024-01-25
CUST001924,STR0020,Metro,28,50-75K,8.687545581356458,2023-05-15
CUST001925,STR0046,Tier 2,28,25-50K,7.753478057513934,2023-05-21
CUST001926,STR0009,Metro,29,25-50K,5.606396102544105,2023-10-19
CUST001927,STR0037,Metro,40,50-75K,8.034879828781957,2023-10-03
CUST001928,STR0036,Metro,26,25-50K,8.303962164488214,2023-08-22
CUST001929,STR0032,Metro,37,50-75K,9.332034957212905,2023-03-21
CUST001930,STR0081,Tier 2,44,15-25K,7.333543331506557,2023-07-29
CUST001931,STR0052,Tier 2,45,25-50K,3.6390400009161294,2024-03-11
CUST001932,STR0074,Tier 2,46,15-25K,3.4742877305698996,2023-07-12
CUST001933,STR0102,Tier 3,51,10-15K,7.3851701191812245,2023-01-29
CUST001934,STR0092,Tier 3,18,10-15K,3.9724818940868967,2023-06-04
CUST001935,STR0107,Tier 3,32,10-15K,3.193243572061286,2023-04-18
CUST001936,STR0024,Metro,42,50-75K,6.345618458241971,2023-09-28
CUST001937,STR0052,Tier 2,30,15-25K,6.830402053908635,2023-11-12
CUST001938,STR0006,Metro,38,50-75K,7.010293913655394,2023-03-01
CUST001939,STR0084,Tier 2,54,15-25K,5.653577470324211,2023-08-25
CUST001940,STR0025,Metro,35,75K+,8.035359947766802,2023-01-02
CUST001941,STR0066,Tier 2,18,50-75K,4.52073619773298,2023-05-06
CUST001942,STR0011,Metro,27,25-50K,5.556388665905611,2023-01-12
CUST001943,STR0003,Metro,24,25-50K,5.2417744113454035,2023-11-01
CUST001944,STR0075,Tier 2,39,15-25K,5.793033189836901,2024-03-06
CUST001945,STR0041,Tier 2,24,25-50K,3.5257955893510964,2023-11-13
CUST001946,STR0007,Metro,47,75K+,4.93748009732876,2024-01-05
CUST001947,STR0080,Tier 2,37,25-50K,7.645024726865193,2024-03-20
CUST001948,STR0005,Metro,26,25-50K,7.372770802204723,2023-03-25
CUST001949,STR0008,Metro,35,75K+,9.411897254532828,2023-09-15
CUST001950,STR0025,Metro,31,75K+,8.968095317356672,2023-09-16
CUST001951,STR0052,Tier 2,28,15-25K,6.0303713240673265,2023-08-25
CUST001952,STR0049,Tier 2,41,15-25K,4.0582153434579835,2023-04-22
CUST001953,STR0027,Metro,18,25-50K,5.394969520018979,2023-06-29
CUST001954,STR0018,Metro,27,25-50K,8.206266098390776,2023-08-11
CUST001955,STR0009,Metro,35,50-75K,6.995989770135087,2023-04-11
CUST001956,STR0034,Metro,45,75K+,9.738871304303824,2023-06-16
CUST001957,STR0067,Tier 2,53,15-25K,7.754282958299187,2023-10-01
CUST001958,STR0062,Tier 2,35,25-50K,5.543349490464549,2024-01-05
CUST001959,STR0096,Tier 3,48,15-25K,4.063788293152545,2023-08-10
CUST001960,STR0048,Tier 2,50,15-25K,6.680385534815168,2023-03-17
CUST001961,STR0065,Tier 2,36,25-50K,5.727229576046338,2023-05-21
CUST001962,STR0048,Tier 2,26,25-50K,5.734524854366541,2023-03-31
CUST001963,STR0061,Tier 2,49,25-50K,7.444596251067222,2023-12-11
CUST001964,STR0024,Metro,21,75K+,9.006250524139226,2023-05-04
CUST001965,STR0040,Metro,39,50-75K,7.803881488634757,2024-02-14
CUST001966,STR0111,Tier 3,61,10-15K,3.654573496046464,2023-04-02
CUST001967,STR0015,Metro,36,25-50K,5.4769427194018485,2024-02-03
CUST001968,STR0011,Metro,36,25-50K,9.016925952348405,2023-10-16
CUST001969,STR0003,Metro,37,50-75K,5.931866855910851,2023-06-30
CUST001970,STR0042,Tier 2,28,50-75K,5.831357003031739,2023-12-29
CUST001971,STR0066,Tier 2,37,15-25K,4.639162791919057,2023-12-18
CUST001972,STR0004,Metro,42,75K+,4.475451038883159,2023-03-26
CUST001973,STR0024,Metro,18,50-75K,5.9950781536627895,2023-02-01
CUST001974,STR0002,Metro,36,75K+,7.7812098193839185,2024-02-04
CUST001975,STR0019,Metro,25,75K+,9.485271488178862,2023-12-24
CUST001976,STR0072,Tier 2,27,50-75K,6.831417635063538,2023-04-06
CUST001977,STR0090,Tier 3,51,10-15K,4.411513381324228,2023-10-08
CUST001978,STR0016,Metro,32,50-75K,8.536828701168885,2023-06-23
CUST001979,STR0007,Metro,38,50-75K,6.8856706713364115,2023-08-25
CUST001980,STR0120,Tier 3,27,15-25K,4.139358314123006,2023-08-22
CUST001981,STR0020,Metro,37,50-75K,9.944716222773462,2023-07-16
CUST001982,STR0035,Metro,38,25-50K,4.170057994905172,2023-04-18
CUST001983,STR0078,Tier 2,46,15-25K,3.2506376729640385,2023-08-12
CUST001984,STR0006,Metro,29,25-50K,4.6480803589792155,2023-09-22
CUST001985,STR0027,Metro,29,50-75K,6.305299121384153,2023-10-26
CUST001986,STR0022,Metro,31,50-75K,6.556276150141037,2023-08-18
CUST001987,STR0094,Tier 3,54,10-15K,3.6053134738125827,2024-01-15
CUST001988,STR0012,Metro,36,75K+,6.442387319454065,2023-03-25
CUST001989,STR0040,Metro,32,75K+,7.399354620226244,2024-03-04
CUST001990,STR0039,Metro,34,50-75K,4.619109654503413,2023-02-09
CUST001991,STR0097,Tier 3,23,10-15K,3.910764461897988,2023-01-24
CUST001992,STR0025,Metro,36,75K+,4.274038029285622,2023-06-03
CUST001993,STR0025,Metro,33,75K+,8.47229358846623,2023-03-06
CUST001994,STR0033,Metro,41,75K+,5.816802175808668,2023-01-08
CUST001995,STR0053,Tier 2,45,15-25K,5.438123439027925,2023-05-07
CUST001996,STR0023,Metro,18,75K+,9.271115511125721,2023-06-27
CUST001997,STR0104,Tier 3,19,10-15K,3.592252655123167,2024-02-05
CUST001998,STR0099,Tier 3,66,10-15K,7.071407375388799,2024-02-03
CUST001999,STR0039,Metro,33,50-75K,9.04658278827184,2023-11-16
CUST002000,STR0028,Metro,34,25-50K,5.618174358646972,2024-01-30
CUST002001,STR0003,Metro,30,50-75K,4.9364686454370545,2023-10-21
CUST002002,STR0003,Metro,44,75K+,4.345753837617735,2023-11-22
CUST002003,STR0016,Metro,36,50-75K,4.682176415578984,2023-11-07
CUST002004,STR0020,Metro,31,25-50K,9.426290889033044,2023-02-03
CUST002005,STR0046,Tier 2,31,25-50K,5.822613616984167,2023-06-21
CUST002006,STR0075,Tier 2,30,25-50K,3.6671724086424713,2023-10-10
CUST002007,STR0011,Metro,25,25-50K,7.746063336738816,2023-02-06
CUST002008,STR0012,Metro,40,75K+,7.902469668380226,2023-12-01
CUST002009,STR0037,Metro,22,75K+,4.139792687455075,2024-03-24
CUST002010,STR0037,Metro,41,25-50K,9.11390564112122,2023-08-30
CUST002011,STR0010,Metro,24,75K+,6.886968397020659,2024-02-14
CUST002012,STR0037,Metro,29,25-50K,7.803066669083702,2024-02-25
CUST002013,STR0081,Tier 2,22,15-25K,4.069109166839631,2023-12-03
CUST002014,STR0051,Tier 2,23,15-25K,4.837860212454297,2023-04-22
CUST002015,STR0082,Tier 2,45,25-50K,7.035052981441266,2023-04-07
CUST002016,STR0017,Metro,38,50-75K,9.309354849544373,2023-01-31
CUST002017,STR0024,Metro,23,75K+,7.996403227528898,2023-06-14
CUST002018,STR0024,Metro,36,25-50K,9.515434452360056,2023-05-14
CUST002019,STR0016,Metro,38,50-75K,8.921513890366253,2023-06-07
CUST002020,STR0036,Metro,44,25-50K,8.206135900569507,2023-02-12
CUST002021,STR0067,Tier 2,28,25-50K,5.463633027378279,2024-02-21
CUST002022,STR0109,Tier 3,35,10-15K,7.047274026804006,2023-11-16
CUST002023,STR0066,Tier 2,30,25-50K,5.6934671719267085,2023-07-03
CUST002024,STR0038,Metro,42,50-75K,9.953095449449101,2023-11-25
CUST002025,STR0025,Metro,46,25-50K,9.217137811738333,2023-11-02
CUST002026,STR0036,Metro,18,75K+,5.210260934174993,2024-01-29
CUST002027,STR0030,Metro,30,50-75K,6.025188311945529,2023-03-26
CUST002028,STR0071,Tier 2,27,15-25K,4.903415210444197,2023-05-12
CUST002029,STR0020,Metro,25,25-50K,9.068458368177424,2023-10-02
CUST002030,STR0021,Metro,18,50-75K,9.047549548757758,2024-03-01
CUST002031,STR0074,Tier 2,30,50-75K,3.6150573694331203,2023-08-25
CUST002032,STR0108,Tier 3,21,15-25K,7.783337699592295,2023-08-07
CUST002033,STR0008,Metro,31,50-75K,6.493385995466359,2023-04-14
CUST002034,STR0054,Tier 2,45,25-50K,5.299389657546741,2024-01-29
CUST002035,STR0030,Metro,33,25-50K,8.082629436092107,2023-08-14
CUST002036,STR0035,Metro,18,25-50K,4.131006857972952,2023-01-16
CUST002037,STR0015,Metro,40,25-50K,8.814526931908269,2023-02-22
CUST002038,STR0002,Metro,30,25-50K,4.6717806556143255,2023-03-27
CUST002039,STR0007,Metro,34,50-75K,5.862798102355079,2023-02-20
CUST002040,STR0001,Metro,18,50-75K,5.364580328123147,2023-04-26
CUST002041,STR0009,Metro,25,75K+,7.065932818922591,2023-11-16
CUST002042,STR0002,Metro,30,25-50K,9.731534979974484,2023-09-30
CUST002043,STR0051,Tier 2,18,25-50K,5.997988065796466,2023-01-30
CUST002044,STR0075,Tier 2,29,50-75K,7.986433931944794,2023-12-28
CUST002045,STR0073,Tier 2,19,15-25K,7.252475483561773,2023-01-21
CUST002046,STR0039,Metro,40,75K+,8.830999940190425,2023-04-20
CUST002047,STR0036,Metro,24,50-75K,9.599597518073098,2023-12-13
CUST002048,STR0084,Tier 2,43,15-25K,4.458888146102798,2023-06-12
CUST002049,STR0077,Tier 2,30,25-50K,5.196324665013309,2023-12-11
CUST002050,STR0095,Tier 3,26,10-15K,6.117720841973329,2023-05-09
CUST002051,STR0075,Tier 2,39,15-25K,6.069412994867506,2023-10-06
CUST002052,STR0097,Tier 3,51,10-15K,5.2071806578557664,2023-11-19
CUST002053,STR0116,Tier 3,28,25-50K,3.170415575183029,2023-07-27
CUST002054,STR0091,Tier 3,40,10-15K,6.722809545982245,2023-10-23
CUST002055,STR0118,Tier 3,32,25-50K,4.503448535751837,2023-04-30
CUST002056,STR0056,Tier 2,48,50-75K,6.662895826511968,2023-09-12
CUST002057,STR0099,Tier 3,46,10-15K,7.83282556325671,2023-11-17
CUST002058,STR0053,Tier 2,28,15-25K,5.138590124296417,2023-02-15
CUST002059,STR0101,Tier 3,21,15-25K,3.729373596204198,2024-01-07
CUST002060,STR0119,Tier 3,44,15-25K,4.53214285946998,2024-01-03
CUST002061,STR0117,Tier 3,46,15-25K,5.853286206175016,2023-10-02
CUST002062,STR0052,Tier 2,33,50-75K,3.07378921062557,2023-02-10
CUST002063,STR0079,Tier 2,36,15-25K,5.327596523188509,2023-07-05
CUST002064,STR0007,Metro,30,25-50K,6.122051434676352,2023-10-30
CUST002065,STR0068,Tier 2,55,25-50K,4.6202831971182015,2023-05-22
CUST002066,STR0022,Metro,28,25-50K,7.217915927591706,2023-03-23
CUST002067,STR0012,Metro,31,25-50K,6.791371285687721,2023-06-10
CUST002068,STR0059,Tier 2,26,25-50K,7.527601026533726,2023-10-29
CUST002069,STR0031,Metro,36,25-50K,6.990661478161671,2023-08-31
CUST002070,STR0033,Metro,31,25-50K,8.931836600596066,2023-10-12
CUST002071,STR0029,Metro,29,75K+,6.529733607250346,2023-03-20
CUST002072,STR0010,Metro,23,50-75K,4.311436425216836,2023-11-22
CUST002073,STR0075,Tier 2,18,15-25K,4.509351499186399,2023-09-19
CUST002074,STR0023,Metro,24,25-50K,6.767168632868465,2023-03-21
CUST002075,STR0018,Metro,28,25-50K,5.595229009998449,2023-03-27
CUST002076,STR0024,Metro,28,25-50K,4.41610026182355,2023-08-22
CUST002077,STR0064,Tier 2,40,50-75K,6.760209229016959,2023-03-04
CUST002078,STR0089,Tier 3,46,15-25K,3.6908989922912143,2023-06-08
CUST002079,STR0010,Metro,45,25-50K,9.016752027625731,2023-10-11
CUST002080,STR0003,Metro,28,75K+,6.616222768302506,2023-08-03
CUST002081,STR0042,Tier 2,44,25-50K,3.1105629188057127,2023-03-24
CUST002082,STR0073,Tier 2,42,15-25K,3.2994010369527276,2024-03-19
CUST002083,STR0063,Tier 2,26,25-50K,6.09523760873568,2024-01-18
CUST002084,STR0017,Metro,26,50-75K,8.263237736373414,2023-12-12
CUST002085,STR0015,Metro,31,25-50K,4.057427315003921,2023-02-19
CUST002086,STR0015,Metro,34,75K+,5.779456396258294,2023-08-02
CUST002087,STR0059,Tier 2,41,25-50K,7.425055590358196,2023-09-16
CUST002088,STR0061,Tier 2,34,25-50K,5.003148866504797,2023-12-06
CUST002089,STR0001,Metro,41,50-75K,7.69215153656307,2023-08-10
CUST002090,STR0053,Tier 2,29,15-25K,4.902390957777103,2024-01-11
CUST002091,STR0119,Tier 3,21,15-25K,7.774343614946971,2023-01-02
CUST002092,STR0032,Metro,43,50-75K,4.782966756902988,2023-07-24
CUST002093,STR0031,Metro,29,50-75K,6.64569358540836,2023-10-13
CUST002094,STR0049,Tier 2,44,15-25K,3.076598207710357,2023-08-06
CUST002095,STR0081,Tier 2,47,15-25K,3.557276593605533,2023-05-14
CUST002096,STR0039,Metro,35,50-75K,4.048100889322475,2023-12-09
CUST002097,STR0001,Metro,39,50-75K,5.106023079500654,2023-01-15
CUST002098,STR0016,Metro,43,25-50K,8.96188891231139,2023-07-02
CUST002099,STR0018,Metro,22,75K+,9.907407724203125,2023-01-10
CUST002100,STR0031,Metro,36,25-50K,4.625384726870199,2023-06-21
CUST002101,STR0010,Metro,35,25-50K,4.727909529567798,2023-01-12
CUST002102,STR0049,Tier 2,20,25-50K,5.354680959633881,2023-01-31
CUST002103,STR0109,Tier 3,36,10-15K,6.547102422559269,2023-09-04
CUST002104,STR0108,Tier 3,64,15-25K,4.177110570723304,2023-09-02
CUST002105,STR0078,Tier 2,20,15-25K,6.853793969045836,2023-07-26
CUST002106,STR0078,Tier 2,23,25-50K,6.79249947654552,2023-10-21
