inventory_id,store_id,product_id,current_stock,reorder_point,stockout_days_last_month,avg_daily_sales,last_restock_date
INV000959,STR0025,PRD0023,144,43,1,4.8,2024-09-13
INV000960,STR0025,PRD0024,142,42,2,4.73,2024-09-21
INV000961,STR0025,PRD0025,273,81,1,9.1,2024-09-16
INV000962,STR0025,PRD0026,79,23,0,2.63,2024-09-10
INV000963,STR0025,PRD0027,140,42,0,4.67,2024-09-03
INV000964,STR0025,PRD0028,238,71,0,7.93,2024-09-15
INV000965,STR0025,PRD0029,244,73,1,8.13,2024-09-24
INV000966,STR0025,PRD0030,63,18,1,2.1,2024-09-17
INV000967,STR0025,PRD0031,250,75,0,8.33,2024-09-10
INV000968,STR0025,PRD0032,64,19,4,2.13,2024-09-17
INV000969,STR0025,PRD0033,124,37,1,4.13,2024-09-09
INV000970,STR0025,PRD0034,71,21,0,2.37,2024-09-10
INV000971,STR0025,PRD0035,63,18,4,2.1,2024-09-15
INV000972,STR0025,PRD0036,168,50,1,5.6,2024-09-16
INV000973,STR0025,PRD0037,91,27,1,3.03,2024-09-20
INV000974,STR0025,PRD0038,107,32,2,3.57,2024-09-25
INV000975,STR0025,PRD0039,193,57,3,6.43,2024-09-24
INV000976,STR0026,PRD0001,238,71,0,7.93,2024-09-28
INV000977,STR0026,PRD0002,186,55,0,6.2,2024-09-08
INV000978,STR0026,PRD0003,56,16,0,1.87,2024-09-09
INV000979,STR0026,PRD0004,169,50,0,5.63,2024-09-06
INV000980,STR0026,PRD0005,258,77,3,8.6,2024-09-26
INV000981,STR0026,PRD0006,193,57,2,6.43,2024-09-18
INV000982,STR0026,PRD0007,280,84,4,9.33,2024-09-01
INV000983,STR0026,PRD0008,237,71,1,7.9,2024-09-03
INV000984,STR0026,PRD0009,116,34,0,3.87,2024-09-11
INV000985,STR0026,PRD0010,258,77,1,8.6,2024-09-10
INV000986,STR0026,PRD0011,114,34,3,3.8,2024-09-12
INV000987,STR0026,PRD0012,54,16,0,1.8,2024-09-09
INV000988,STR0026,PRD0013,145,43,1,4.83,2024-09-27
INV000989,STR0026,PRD0014,207,62,3,6.9,2024-09-16
INV000990,STR0026,PRD0015,133,39,0,4.43,2024-09-08
INV000991,STR0026,PRD0016,122,36,4,4.07,2024-09-16
INV000992,STR0026,PRD0017,141,42,3,4.7,2024-09-04
INV000993,STR0026,PRD0018,80,24,2,2.67,2024-09-21
INV000994,STR0026,PRD0019,119,35,0,3.97,2024-09-23
INV000995,STR0026,PRD0020,245,73,2,8.17,2024-09-12
INV000996,STR0026,PRD0021,147,44,4,4.9,2024-09-04
INV000997,STR0026,PRD0022,287,86,4,9.57,2024-09-06
INV000998,STR0026,PRD0023,276,82,3,9.2,2024-09-08
INV000999,STR0026,PRD0024,197,59,4,6.57,2024-09-03
INV001000,STR0026,PRD0025,198,59,2,6.6,2024-09-06
INV001001,STR0026,PRD0026,276,82,4,9.2,2024-09-10
INV001002,STR0026,PRD0027,72,21,1,2.4,2024-09-20
INV001003,STR0026,PRD0028,177,53,2,5.9,2024-09-04
INV001004,STR0026,PRD0029,272,81,0,9.07,2024-09-26
INV001005,STR0026,PRD0030,85,25,0,2.83,2024-09-24
INV001006,STR0026,PRD0031,148,44,2,4.93,2024-09-18
INV001007,STR0026,PRD0032,59,17,3,1.97,2024-09-01
INV001008,STR0026,PRD0033,148,44,1,4.93,2024-09-14
INV001009,STR0026,PRD0034,152,45,2,5.07,2024-09-21
INV001010,STR0026,PRD0035,228,68,2,7.6,2024-09-28
INV001011,STR0026,PRD0036,164,49,2,5.47,2024-09-15
INV001012,STR0026,PRD0037,139,41,0,4.63,2024-09-04
INV001013,STR0026,PRD0038,153,45,0,5.1,2024-09-06
INV001014,STR0026,PRD0039,79,23,3,2.63,2024-09-25
INV001015,STR0027,PRD0001,295,88,0,9.83,2024-09-23
INV001016,STR0027,PRD0002,155,46,1,5.17,2024-09-12
INV001017,STR0027,PRD0003,212,63,0,7.07,2024-09-04
INV001018,STR0027,PRD0004,91,27,4,3.03,2024-09-21
INV001019,STR0027,PRD0005,157,47,4,5.23,2024-09-02
INV001020,STR0027,PRD0006,231,69,3,7.7,2024-09-01
INV001021,STR0027,PRD0007,141,42,3,4.7,2024-09-07
INV001022,STR0027,PRD0008,68,20,4,2.27,2024-09-27
INV001023,STR0027,PRD0009,194,58,2,6.47,2024-09-03
INV001024,STR0027,PRD0010,141,42,4,4.7,2024-09-22
INV001025,STR0027,PRD0011,154,46,1,5.13,2024-09-19
INV001026,STR0027,PRD0012,209,62,2,6.97,2024-09-15
INV001027,STR0027,PRD0013,232,69,4,7.73,2024-09-16
INV001028,STR0027,PRD0014,211,63,0,7.03,2024-09-10
INV001029,STR0027,PRD0015,116,34,2,3.87,2024-09-07
INV001030,STR0027,PRD0016,104,31,4,3.47,2024-09-19
INV001031,STR0027,PRD0017,164,49,1,5.47,2024-09-08
INV001032,STR0027,PRD0018,207,62,3,6.9,2024-09-10
INV001033,STR0027,PRD0019,80,24,4,2.67,2024-09-25
INV001034,STR0027,PRD0020,60,18,1,2.0,2024-09-16
INV001035,STR0027,PRD0021,288,86,3,9.6,2024-09-14
INV001036,STR0027,PRD0022,112,33,2,3.73,2024-09-27
INV001037,STR0027,PRD0023,53,15,4,1.77,2024-09-10
INV001038,STR0027,PRD0024,192,57,0,6.4,2024-09-19
INV001039,STR0027,PRD0025,144,43,1,4.8,2024-09-14
INV001040,STR0027,PRD0026,219,65,1,7.3,2024-09-28
INV001041,STR0027,PRD0027,265,79,0,8.83,2024-09-28
INV001042,STR0027,PRD0028,161,48,1,5.37,2024-09-12
INV001043,STR0027,PRD0029,262,78,0,8.73,2024-09-15
INV001044,STR0027,PRD0030,230,69,4,7.67,2024-09-25
INV001045,STR0027,PRD0031,137,41,0,4.57,2024-09-15
INV001046,STR0027,PRD0032,87,26,0,2.9,2024-09-13
INV001047,STR0027,PRD0033,63,18,3,2.1,2024-09-14
INV001048,STR0027,PRD0034,98,29,0,3.27,2024-09-06
INV001049,STR0027,PRD0035,109,32,2,3.63,2024-09-21
INV001050,STR0027,PRD0036,227,68,1,7.57,2024-09-17
INV001051,STR0027,PRD0037,190,57,2,6.33,2024-09-08
INV001052,STR0027,PRD0038,238,71,3,7.93,2024-09-19
INV001053,STR0027,PRD0039,252,75,2,8.4,2024-09-20
INV001054,STR0028,PRD0001,205,61,2,6.83,2024-09-15
INV001055,STR0028,PRD0002,113,33,2,3.77,2024-09-21
INV001056,STR0028,PRD0003,259,77,1,8.63,2024-09-14
INV001057,STR0028,PRD0004,109,32,4,3.63,2024-09-29
INV001058,STR0028,PRD0005,125,37,3,4.17,2024-09-07
INV001059,STR0028,PRD0006,183,54,1,6.1,2024-09-06
INV001060,STR0028,PRD0007,145,43,2,4.83,2024-09-04
INV001061,STR0028,PRD0008,273,81,4,9.1,2024-09-20
INV001062,STR0028,PRD0009,108,32,0,3.6,2024-09-17
INV001063,STR0028,PRD0010,247,74,2,8.23,2024-09-01
INV001064,STR0028,PRD0011,205,61,3,6.83,2024-09-21
INV001065,STR0028,PRD0012,210,63,4,7.0,2024-09-13
INV001066,STR0028,PRD0013,195,58,3,6.5,2024-09-23
INV001067,STR0028,PRD0014,92,27,4,3.07,2024-09-18
INV001068,STR0028,PRD0015,261,78,3,8.7,2024-09-22
INV001069,STR0028,PRD0016,104,31,1,3.47,2024-09-26
INV001070,STR0028,PRD0017,189,56,2,6.3,2024-09-05
INV001071,STR0028,PRD0018,114,34,0,3.8,2024-09-11
INV001072,STR0028,PRD0019,250,75,0,8.33,2024-09-12
INV001073,STR0028,PRD0020,56,16,3,1.87,2024-09-08
INV001074,STR0028,PRD0021,233,69,1,7.77,2024-09-08
INV001075,STR0028,PRD0022,136,40,1,4.53,2024-09-27
INV001076,STR0028,PRD0023,138,41,4,4.6,2024-09-09
INV001077,STR0028,PRD0024,281,84,3,9.37,2024-09-15
INV001078,STR0028,PRD0025,228,68,2,7.6,2024-09-21
INV001079,STR0028,PRD0026,190,57,4,6.33,2024-09-07
INV001080,STR0028,PRD0027,91,27,1,3.03,2024-09-14
INV001081,STR0028,PRD0028,162,48,2,5.4,2024-09-13
INV001082,STR0028,PRD0029,192,57,2,6.4,2024-09-15
INV001083,STR0028,PRD0030,265,79,2,8.83,2024-09-03
INV001084,STR0028,PRD0031,87,26,4,2.9,2024-09-08
INV001085,STR0028,PRD0032,117,35,0,3.9,2024-09-11
INV001086,STR0028,PRD0033,281,84,3,9.37,2024-09-14
INV001087,STR0028,PRD0034,262,78,2,8.73,2024-09-08
INV001088,STR0028,PRD0035,261,78,1,8.7,2024-09-19
INV001089,STR0028,PRD0036,107,32,2,3.57,2024-09-16
INV001090,STR0028,PRD0037,196,58,0,6.53,2024-09-13
INV001091,STR0028,PRD0038,246,73,2,8.2,2024-09-06
INV001092,STR0028,PRD0039,104,31,2,3.47,2024-09-03
INV001093,STR0029,PRD0001,256,76,3,8.53,2024-09-15
INV001094,STR0029,PRD0002,132,39,3,4.4,2024-09-27
INV001095,STR0029,PRD0003,202,60,3,6.73,2024-09-25
INV001096,STR0029,PRD0004,259,77,4,8.63,2024-09-07
INV001097,STR0029,PRD0005,71,21,3,2.37,2024-09-04
INV001098,STR0029,PRD0006,273,81,0,9.1,2024-09-05
INV001099,STR0029,PRD0007,196,58,0,6.53,2024-09-17
INV001100,STR0029,PRD0008,241,72,2,8.03,2024-09-21
INV001101,STR0029,PRD0009,234,70,3,7.8,2024-09-26
INV001102,STR0029,PRD0010,66,19,2,2.2,2024-09-28
INV001103,STR0029,PRD0011,284,85,2,9.47,2024-09-20
INV001104,STR0029,PRD0012,149,44,3,4.97,2024-09-23
INV001105,STR0029,PRD0013,69,20,4,2.3,2024-09-21
INV001106,STR0029,PRD0014,275,82,4,9.17,2024-09-05
INV001107,STR0029,PRD0015,233,69,3,7.77,2024-09-02
INV001108,STR0029,PRD0016,198,59,2,6.6,2024-09-09
INV001109,STR0029,PRD0017,114,34,3,3.8,2024-09-21
INV001110,STR0029,PRD0018,131,39,3,4.37,2024-09-07
INV001111,STR0029,PRD0019,195,58,2,6.5,2024-09-27
INV001112,STR0029,PRD0020,224,67,2,7.47,2024-09-10
INV001113,STR0029,PRD0021,214,64,2,7.13,2024-09-13
INV001114,STR0029,PRD0022,108,32,4,3.6,2024-09-04
INV001115,STR0029,PRD0023,170,51,3,5.67,2024-09-16
INV001116,STR0029,PRD0024,171,51,3,5.7,2024-09-20
INV001117,STR0029,PRD0025,136,40,3,4.53,2024-09-26
INV001118,STR0029,PRD0026,119,35,1,3.97,2024-09-12
INV001119,STR0029,PRD0027,189,56,1,6.3,2024-09-12
INV001120,STR0029,PRD0028,156,46,2,5.2,2024-09-08
INV001121,STR0029,PRD0029,103,30,2,3.43,2024-09-12
INV001122,STR0029,PRD0030,228,68,4,7.6,2024-09-07
INV001123,STR0029,PRD0031,192,57,0,6.4,2024-09-21
INV001124,STR0029,PRD0032,62,18,0,2.07,2024-09-18
INV001125,STR0029,PRD0033,287,86,4,9.57,2024-09-24
INV001126,STR0029,PRD0034,283,84,1,9.43,2024-09-13
INV001127,STR0029,PRD0035,162,48,2,5.4,2024-09-20
INV001128,STR0029,PRD0036,118,35,4,3.93,2024-09-03
INV001129,STR0029,PRD0037,150,45,3,5.0,2024-09-10
INV001130,STR0029,PRD0038,76,22,2,2.53,2024-09-13
INV001131,STR0029,PRD0039,111,33,4,3.7,2024-09-08
INV001132,STR0030,PRD0001,111,33,1,3.7,2024-09-10
INV001133,STR0030,PRD0002,88,26,2,2.93,2024-09-14
INV001134,STR0030,PRD0003,239,71,4,7.97,2024-09-19
INV001135,STR0030,PRD0004,196,58,0,6.53,2024-09-11
INV001136,STR0030,PRD0005,274,82,1,9.13,2024-09-19
INV001137,STR0030,PRD0006,290,87,3,9.67,2024-09-07
INV001138,STR0030,PRD0007,197,59,2,6.57,2024-09-20
INV001139,STR0030,PRD0008,165,49,0,5.5,2024-09-18
INV001140,STR0030,PRD0009,103,30,0,3.43,2024-09-26
INV001141,STR0030,PRD0010,228,68,2,7.6,2024-09-21
INV001142,STR0030,PRD0011,292,87,0,9.73,2024-09-20
INV001143,STR0030,PRD0012,201,60,0,6.7,2024-09-21
INV001144,STR0030,PRD0013,217,65,4,7.23,2024-09-14
INV001145,STR0030,PRD0014,72,21,1,2.4,2024-09-12
INV001146,STR0030,PRD0015,251,75,4,8.37,2024-09-16
INV001147,STR0030,PRD0016,181,54,1,6.03,2024-09-09
INV001148,STR0030,PRD0017,134,40,4,4.47,2024-09-27
INV001149,STR0030,PRD0018,179,53,1,5.97,2024-09-09
INV001150,STR0030,PRD0019,121,36,4,4.03,2024-09-23
INV001151,STR0030,PRD0020,287,86,0,9.57,2024-09-27
INV001152,STR0030,PRD0021,264,79,3,8.8,2024-09-25
INV001153,STR0030,PRD0022,101,30,3,3.37,2024-09-16
INV001154,STR0030,PRD0023,199,59,3,6.63,2024-09-10
INV001155,STR0030,PRD0024,287,86,2,9.57,2024-09-07
INV001156,STR0030,PRD0025,238,71,2,7.93,2024-09-26
INV001157,STR0030,PRD0026,272,81,1,9.07,2024-09-10
INV001158,STR0030,PRD0027,155,46,3,5.17,2024-09-23
INV001159,STR0030,PRD0028,159,47,4,5.3,2024-09-04
INV001160,STR0030,PRD0029,226,67,1,7.53,2024-09-17
INV001161,STR0030,PRD0030,253,75,4,8.43,2024-09-27
INV001162,STR0030,PRD0031,73,21,4,2.43,2024-09-04
INV001163,STR0030,PRD0032,169,50,1,5.63,2024-09-21
INV001164,STR0030,PRD0033,80,24,2,2.67,2024-09-10
INV001165,STR0030,PRD0034,233,69,1,7.77,2024-09-25
INV001166,STR0030,PRD0035,299,89,0,9.97,2024-09-24
INV001167,STR0030,PRD0036,143,42,3,4.77,2024-09-23
INV001168,STR0030,PRD0037,63,18,3,2.1,2024-09-26
INV001169,STR0030,PRD0038,58,17,4,1.93,2024-09-28
INV001170,STR0030,PRD0039,140,42,4,4.67,2024-09-23
INV001171,STR0031,PRD0001,81,24,2,2.7,2024-09-15
INV001172,STR0031,PRD0002,235,70,1,7.83,2024-09-29
INV001173,STR0031,PRD0003,71,21,0,2.37,2024-09-14
INV001174,STR0031,PRD0004,211,63,0,7.03,2024-09-28
INV001175,STR0031,PRD0005,66,19,4,2.2,2024-09-28
INV001176,STR0031,PRD0006,188,56,2,6.27,2024-09-18
INV001177,STR0031,PRD0007,249,74,0,8.3,2024-09-15
INV001178,STR0031,PRD0008,68,20,2,2.27,2024-09-18
INV001179,STR0031,PRD0009,279,83,1,9.3,2024-09-15
INV001180,STR0031,PRD0010,274,82,3,9.13,2024-09-07
INV001181,STR0031,PRD0011,121,36,4,4.03,2024-09-10
INV001182,STR0031,PRD0012,266,79,4,8.87,2024-09-06
INV001183,STR0031,PRD0013,79,23,3,2.63,2024-09-03
INV001184,STR0031,PRD0014,294,88,3,9.8,2024-09-06
INV001185,STR0031,PRD0015,280,84,3,9.33,2024-09-29
INV001186,STR0031,PRD0016,122,36,2,4.07,2024-09-17
INV001187,STR0031,PRD0017,234,70,4,7.8,2024-09-07
INV001188,STR0031,PRD0018,223,66,2,7.43,2024-09-24
INV001189,STR0031,PRD0019,74,22,4,2.47,2024-09-08
INV001190,STR0031,PRD0020,167,50,2,5.57,2024-09-05
INV001191,STR0031,PRD0021,99,29,0,3.3,2024-09-21
INV001192,STR0031,PRD0022,121,36,1,4.03,2024-09-08
INV001193,STR0031,PRD0023,288,86,4,9.6,2024-09-06
INV001194,STR0031,PRD0024,194,58,0,6.47,2024-09-16
INV001195,STR0031,PRD0025,105,31,3,3.5,2024-09-05
INV001196,STR0031,PRD0026,238,71,1,7.93,2024-09-09
INV001197,STR0031,PRD0027,258,77,3,8.6,2024-09-18
INV001198,STR0031,PRD0028,260,78,3,8.67,2024-09-05
INV001199,STR0031,PRD0029,265,79,3,8.83,2024-09-20
INV001200,STR0031,PRD0030,127,38,3,4.23,2024-09-12
INV001201,STR0031,PRD0031,91,27,1,3.03,2024-09-23
INV001202,STR0031,PRD0032,197,59,2,6.57,2024-09-16
INV001203,STR0031,PRD0033,152,45,3,5.07,2024-09-27
INV001204,STR0031,PRD0034,227,68,2,7.57,2024-09-25
INV001205,STR0031,PRD0035,172,51,3,5.73,2024-09-13
INV001206,STR0031,PRD0036,119,35,4,3.97,2024-09-15
INV001207,STR0031,PRD0037,209,62,0,6.97,2024-09-03
INV001208,STR0031,PRD0038,88,26,0,2.93,2024-09-11
INV001209,STR0031,PRD0039,75,22,3,2.5,2024-09-04
INV001210,STR0032,PRD0001,221,66,3,7.37,2024-09-24
INV001211,STR0032,PRD0002,158,47,0,5.27,2024-09-07
INV001212,STR0032,PRD0003,184,55,2,6.13,2024-09-24
INV001213,STR0032,PRD0004,203,60,2,6.77,2024-09-05
INV001214,STR0032,PRD0005,206,61,3,6.87,2024-09-27
INV001215,STR0032,PRD0006,272,81,4,9.07,2024-09-19
INV001216,STR0032,PRD0007,94,28,3,3.13,2024-09-01
INV001217,STR0032,PRD0008,179,53,0,5.97,2024-09-03
INV001218,STR0032,PRD0009,121,36,1,4.03,2024-09-21
INV001219,STR0032,PRD0010,207,62,4,6.9,2024-09-15
INV001220,STR0032,PRD0011,204,61,0,6.8,2024-09-16
INV001221,STR0032,PRD0012,188,56,1,6.27,2024-09-23
INV001222,STR0032,PRD0013,278,83,2,9.27,2024-09-11
INV001223,STR0032,PRD0014,194,58,4,6.47,2024-09-04
INV001224,STR0032,PRD0015,125,37,0,4.17,2024-09-03
INV001225,STR0032,PRD0016,227,68,3,7.57,2024-09-16
INV001226,STR0032,PRD0017,278,83,3,9.27,2024-09-22
INV001227,STR0032,PRD0018,219,65,3,7.3,2024-09-01
INV001228,STR0032,PRD0019,61,18,2,2.03,2024-09-19
INV001229,STR0032,PRD0020,106,31,1,3.53,2024-09-22
INV001230,STR0032,PRD0021,282,84,0,9.4,2024-09-16
INV001231,STR0032,PRD0022,233,69,3,7.77,2024-09-16
INV001232,STR0032,PRD0023,285,85,3,9.5,2024-09-08
INV001233,STR0032,PRD0024,119,35,3,3.97,2024-09-08
INV001234,STR0032,PRD0025,147,44,1,4.9,2024-09-03
INV001235,STR0032,PRD0026,253,75,3,8.43,2024-09-21
INV001236,STR0032,PRD0027,196,58,0,6.53,2024-09-25
INV001237,STR0032,PRD0028,176,52,0,5.87,2024-09-14
INV001238,STR0032,PRD0029,260,78,4,8.67,2024-09-23
INV001239,STR0032,PRD0030,104,31,1,3.47,2024-09-16
INV001240,STR0032,PRD0031,169,50,2,5.63,2024-09-16
INV001241,STR0032,PRD0032,227,68,4,7.57,2024-09-02
INV001242,STR0032,PRD0033,153,45,4,5.1,2024-09-29
INV001243,STR0032,PRD0034,206,61,0,6.87,2024-09-19
INV001244,STR0032,PRD0035,186,55,4,6.2,2024-09-14
INV001245,STR0032,PRD0036,268,80,4,8.93,2024-09-17
INV001246,STR0032,PRD0037,244,73,1,8.13,2024-09-26
INV001247,STR0032,PRD0038,109,32,0,3.63,2024-09-21
INV001248,STR0032,PRD0039,84,25,0,2.8,2024-09-25
INV001249,STR0033,PRD0001,237,71,0,7.9,2024-09-26
INV001250,STR0033,PRD0002,201,60,3,6.7,2024-09-02
INV001251,STR0033,PRD0003,104,31,2,3.47,2024-09-06
INV001252,STR0033,PRD0004,104,31,3,3.47,2024-09-22
INV001253,STR0033,PRD0005,248,74,2,8.27,2024-09-06
INV001254,STR0033,PRD0006,134,40,0,4.47,2024-09-12
INV001255,STR0033,PRD0007,145,43,1,4.83,2024-09-26
INV001256,STR0033,PRD0008,96,28,3,3.2,2024-09-25
INV001257,STR0033,PRD0009,276,82,3,9.2,2024-09-12
INV001258,STR0033,PRD0010,125,37,1,4.17,2024-09-28
INV001259,STR0033,PRD0011,269,80,3,8.97,2024-09-10
INV001260,STR0033,PRD0012,213,63,4,7.1,2024-09-15
INV001261,STR0033,PRD0013,51,15,4,1.7,2024-09-03
INV001262,STR0033,PRD0014,115,34,0,3.83,2024-09-12
INV001263,STR0033,PRD0015,59,17,1,1.97,2024-09-03
INV001264,STR0033,PRD0016,89,26,4,2.97,2024-09-18
INV001265,STR0033,PRD0017,69,20,2,2.3,2024-09-27
INV001266,STR0033,PRD0018,280,84,2,9.33,2024-09-27
INV001267,STR0033,PRD0019,245,73,4,8.17,2024-09-21
INV001268,STR0033,PRD0020,71,21,3,2.37,2024-09-22
INV001269,STR0033,PRD0021,74,22,4,2.47,2024-09-12
INV001270,STR0033,PRD0022,153,45,0,5.1,2024-09-13
INV001271,STR0033,PRD0023,184,55,1,6.13,2024-09-28
INV001272,STR0033,PRD0024,180,54,0,6.0,2024-09-06
INV001273,STR0033,PRD0025,81,24,3,2.7,2024-09-15
INV001274,STR0033,PRD0026,139,41,0,4.63,2024-09-27
INV001275,STR0033,PRD0027,213,63,0,7.1,2024-09-20
INV001276,STR0033,PRD0028,191,57,4,6.37,2024-09-03
INV001277,STR0033,PRD0029,243,72,0,8.1,2024-09-20
INV001278,STR0033,PRD0030,263,78,0,8.77,2024-09-06
INV001279,STR0033,PRD0031,188,56,3,6.27,2024-09-04
INV001280,STR0033,PRD0032,193,57,0,6.43,2024-09-21
INV001281,STR0033,PRD0033,109,32,0,3.63,2024-09-07
INV001282,STR0033,PRD0034,241,72,1,8.03,2024-09-07
INV001283,STR0033,PRD0035,98,29,3,3.27,2024-09-28
INV001284,STR0033,PRD0036,91,27,2,3.03,2024-09-02
INV001285,STR0033,PRD0037,190,57,2,6.33,2024-09-01
INV001286,STR0033,PRD0038,114,34,2,3.8,2024-09-18
INV001287,STR0033,PRD0039,167,50,0,5.57,2024-09-03
INV001288,STR0034,PRD0001,145,43,2,4.83,2024-09-25
INV001289,STR0034,PRD0002,70,21,3,2.33,2024-09-27
INV001290,STR0034,PRD0003,51,15,4,1.7,2024-09-04
INV001291,STR0034,PRD0004,86,25,1,2.87,2024-09-10
INV001292,STR0034,PRD0005,266,79,3,8.87,2024-09-18
INV001293,STR0034,PRD0006,211,63,0,7.03,2024-09-01
INV001294,STR0034,PRD0007,231,69,3,7.7,2024-09-29
INV001295,STR0034,PRD0008,128,38,3,4.27,2024-09-04
INV001296,STR0034,PRD0009,147,44,2,4.9,2024-09-02
INV001297,STR0034,PRD0010,298,89,2,9.93,2024-09-17
INV001298,STR0034,PRD0011,158,47,2,5.27,2024-09-22
INV001299,STR0034,PRD0012,239,71,3,7.97,2024-09-07
INV001300,STR0034,PRD0013,86,25,4,2.87,2024-09-22
INV001301,STR0034,PRD0014,274,82,0,9.13,2024-09-17
INV001302,STR0034,PRD0015,78,23,0,2.6,2024-09-17
INV001303,STR0034,PRD0016,129,38,3,4.3,2024-09-03
INV001304,STR0034,PRD0017,134,40,1,4.47,2024-09-20
INV001305,STR0034,PRD0018,212,63,0,7.07,2024-09-29
INV001306,STR0034,PRD0019,269,80,0,8.97,2024-09-26
INV001307,STR0034,PRD0020,57,17,3,1.9,2024-09-11
INV001308,STR0034,PRD0021,206,61,0,6.87,2024-09-10
INV001309,STR0034,PRD0022,281,84,3,9.37,2024-09-04
INV001310,STR0034,PRD0023,81,24,0,2.7,2024-09-25
INV001311,STR0034,PRD0024,85,25,1,2.83,2024-09-10
INV001312,STR0034,PRD0025,127,38,4,4.23,2024-09-21
INV001313,STR0034,PRD0026,158,47,4,5.27,2024-09-23
INV001314,STR0034,PRD0027,86,25,0,2.87,2024-09-11
INV001315,STR0034,PRD0028,193,57,3,6.43,2024-09-11
INV001316,STR0034,PRD0029,125,37,4,4.17,2024-09-09
INV001317,STR0034,PRD0030,257,77,2,8.57,2024-09-03
INV001318,STR0034,PRD0031,106,31,3,3.53,2024-09-02
INV001319,STR0034,PRD0032,137,41,1,4.57,2024-09-23
INV001320,STR0034,PRD0033,274,82,3,9.13,2024-09-14
INV001321,STR0034,PRD0034,246,73,2,8.2,2024-09-26
INV001322,STR0034,PRD0035,88,26,2,2.93,2024-09-23
INV001323,STR0034,PRD0036,97,29,1,3.23,2024-09-20
INV001324,STR0034,PRD0037,221,66,4,7.37,2024-09-24
INV001325,STR0034,PRD0038,205,61,4,6.83,2024-09-10
INV001326,STR0034,PRD0039,262,78,1,8.73,2024-09-06
INV001327,STR0035,PRD0001,56,16,3,1.87,2024-09-27
INV001328,STR0035,PRD0002,275,82,2,9.17,2024-09-03
INV001329,STR0035,PRD0003,188,56,1,6.27,2024-09-15
INV001330,STR0035,PRD0004,249,74,2,8.3,2024-09-28
INV001331,STR0035,PRD0005,146,43,0,4.87,2024-09-25
INV001332,STR0035,PRD0006,130,39,2,4.33,2024-09-24
INV001333,STR0035,PRD0007,277,83,1,9.23,2024-09-10
INV001334,STR0035,PRD0008,299,89,4,9.97,2024-09-28
INV001335,STR0035,PRD0009,206,61,2,6.87,2024-09-05
INV001336,STR0035,PRD0010,119,35,1,3.97,2024-09-19
INV001337,STR0035,PRD0011,259,77,3,8.63,2024-09-05
INV001338,STR0035,PRD0012,261,78,3,8.7,2024-09-15
INV001339,STR0035,PRD0013,195,58,2,6.5,2024-09-25
INV001340,STR0035,PRD0014,50,15,1,1.67,2024-09-03
INV001341,STR0035,PRD0015,248,74,3,8.27,2024-09-26
INV001342,STR0035,PRD0016,138,41,3,4.6,2024-09-19
INV001343,STR0035,PRD0017,193,57,0,6.43,2024-09-05
INV001344,STR0035,PRD0018,101,30,2,3.37,2024-09-18
INV001345,STR0035,PRD0019,94,28,1,3.13,2024-09-26
INV001346,STR0035,PRD0020,264,79,4,8.8,2024-09-28
INV001347,STR0035,PRD0021,283,84,4,9.43,2024-09-13
INV001348,STR0035,PRD0022,214,64,3,7.13,2024-09-18
INV001349,STR0035,PRD0023,296,88,2,9.87,2024-09-25
INV001350,STR0035,PRD0024,171,51,0,5.7,2024-09-27
INV001351,STR0035,PRD0025,123,36,0,4.1,2024-09-04
INV001352,STR0035,PRD0026,50,15,0,1.67,2024-09-08
INV001353,STR0035,PRD0027,255,76,3,8.5,2024-09-16
INV001354,STR0035,PRD0028,276,82,3,9.2,2024-09-12
INV001355,STR0035,PRD0029,204,61,2,6.8,2024-09-21
INV001356,STR0035,PRD0030,227,68,0,7.57,2024-09-06
INV001357,STR0035,PRD0031,237,71,0,7.9,2024-09-07
INV001358,STR0035,PRD0032,189,56,1,6.3,2024-09-07
INV001359,STR0035,PRD0033,270,81,2,9.0,2024-09-06
INV001360,STR0035,PRD0034,140,42,3,4.67,2024-09-27
INV001361,STR0035,PRD0035,154,46,3,5.13,2024-09-07
INV001362,STR0035,PRD0036,85,25,1,2.83,2024-09-05
INV001363,STR0035,PRD0037,287,86,3,9.57,2024-09-11
INV001364,STR0035,PRD0038,241,72,4,8.03,2024-09-26
INV001365,STR0035,PRD0039,80,24,0,2.67,2024-09-02
INV001366,STR0036,PRD0001,257,77,3,8.57,2024-09-10
INV001367,STR0036,PRD0002,285,85,0,9.5,2024-09-21
INV001368,STR0036,PRD0003,117,35,4,3.9,2024-09-23
INV001369,STR0036,PRD0004,137,41,2,4.57,2024-09-24
INV001370,STR0036,PRD0005,210,63,4,7.0,2024-09-12
INV001371,STR0036,PRD0006,265,79,3,8.83,2024-09-07
INV001372,STR0036,PRD0007,70,21,1,2.33,2024-09-13
INV001373,STR0036,PRD0008,164,49,4,5.47,2024-09-13
INV001374,STR0036,PRD0009,177,53,3,5.9,2024-09-17
INV001375,STR0036,PRD0010,215,64,4,7.17,2024-09-29
INV001376,STR0036,PRD0011,207,62,3,6.9,2024-09-02
INV001377,STR0036,PRD0012,121,36,4,4.03,2024-09-02
INV001378,STR0036,PRD0013,159,47,2,5.3,2024-09-19
INV001379,STR0036,PRD0014,208,62,1,6.93,2024-09-18
INV001380,STR0036,PRD0015,65,19,3,2.17,2024-09-16
